Station,Lat,Lon,Divisions,Year,Thefts
Robertstown,53.2702,-6.8164,Kildare,2003,33
Rochfortbridge,53.4133,-7.3018,Westmeath,2003,26
Rockcorry,54.1202,-7.0094,Cavan/Monaghan,2003,2
Ronanstown,53.3379,-6.406000000000001,D.M.R. Western,2003,938
Roosky,53.8329,-7.9228,Roscommon/Longford,2003,15
Ros Muc,53.3864,-9.6099,Galway,2003,2
Roscommon,53.6298,-8.1936,Roscommon/Longford,2003,137
Roscrea,52.9562,-7.7988,Tipperary,2003,106
Rosscarbery,51.5776,-9.0315,Cork West,2003,8
Rosses Point,54.3054,-8.5465,Sligo/Leitrim,2003,15
Rosslare Harbour,52.2487,-6.3341,Wexford,2003,38
Rosslare Strand,52.2696,-6.3848,Wexford,2003,33
Roundwood,53.063,-6.2247,Wicklow,2003,39
Roxboro Road,52.6508,-8.615,Limerick,2003,1018
Santry,53.3897,-6.2516,D.M.R. Northern,2003,891
Scariff,52.9068,-8.5348,Clare,2003,20
Schull,51.5287,-9.5414,Cork West,2003,37
Scotstown,54.2803,-7.0636,Cavan/Monaghan,2003,8
Shankill,53.2335,-6.121,D.M.R. Eastern,2003,264
Shannon,52.7079,-8.8772,Clare,2003,192
Shercock,53.9922,-6.9008,Cavan/Monaghan,2003,10
Shevry,52.6869,-8.0471,Tipperary,2003,6
Shillelagh,52.7546,-6.5375,Wicklow,2003,19
Shinrone,52.9847,-7.9341,Laois/Offaly,2003,11
Shrule,53.5199,-9.0876,Mayo,2003,2
Sixmilebridge,52.7401,-8.7779,Clare,2003,28
Skerries,53.5796,-6.107,D.M.R. Northern,2003,75
Skibbereen,51.5486,-9.2641,Cork West,2003,54
Skreen,54.2446,-8.7204,Sligo/Leitrim,2003,4
Slane,53.7097,-6.5475,Meath,2003,27
Sligo,54.2693,-8.4713,Sligo/Leitrim,2003,685
Smear,53.8606,-7.6017,Roscommon/Longford,2003,8
Sneem,51.8389,-9.904,Kerry,2003,11
Sraith Salach,53.4653,-9.7214,Galway,2003,1
Stoneyford,52.5364,-7.2286,Kilkenny/Carlow,2003,5
Store Street,53.3505,-6.2522,D.M.R. North Central,2003,5273
Stradbally Co Laois,53.0177,-7.1516,Laois/Offaly,2003,20
Strokestown,53.7808,-8.1038,Roscommon/Longford,2003,9
Stuake,51.9905,-8.7604,Cork West,2003,5
Summerhill,53.482,-6.7334,Meath,2003,25
Sundrive Road,53.3302,-6.2987,D.M.R. Southern,2003,596
Swanlinbar,54.1961,-7.7038,Cavan/Monaghan,2003,4
Swinford,53.9406,-8.9522,Mayo,2003,20
Swords,53.456,-6.2211,D.M.R. Northern,2003,758
Taghmon,52.321999999999996,-6.6517,Wexford,2003,13
Tallaght,53.2868,-6.3678,D.M.R. Southern,2003,1802
Tallow,52.0937,-8.0073,Waterford,2003,10
Tarbert,52.5727,-9.3754,Kerry,2003,8
Tarelton,51.8385,-8.9929,Cork West,2003,5
Taughmaconnell,53.4032,-8.141,Roscommon/Longford,2003,2
Templederry,52.7741,-8.075,Tipperary,2003,2
Templemore,52.7966,-7.8351,Tipperary,2003,56
Templetuohy,52.7903,-7.7201,Tipperary,2003,10
Terenure,53.3098,-6.287999999999999,D.M.R. Southern,2003,479
Thomastown,52.528999999999996,-7.14,Kilkenny/Carlow,2003,21
Thurles,52.6757,-7.8119,Tipperary,2003,206
Timoleague,51.6427,-8.7663,Cork West,2003,7
Tinahely,52.7967,-6.4693,Wicklow,2003,12
Tipperary,52.4761,-8.1629,Tipperary,2003,96
Togher,51.8764,-8.4863,Cork City,2003,297
Toomevara,52.8497,-8.0365,Tipperary,2003,11
Tralee,52.2695,-9.7088,Kerry,2003,518
Tramore,52.1615,-7.1534,Waterford,2003,155
Trim,53.5531,-6.7893,Meath,2003,98
Tuam,53.5157,-8.8559,Galway,2003,136
Tubbercurry,54.0516,-8.7343,Sligo/Leitrim,2003,18
Tulla,52.8654,-8.7548,Clare,2003,12
Tullamore,53.2761,-7.4949,Laois/Offaly,2003,342
Tullow,52.8038,-6.7334,Kilkenny/Carlow,2003,65
Tulsk,53.7774,-8.2518,Roscommon/Longford,2003,2
Urlingford,52.7221,-7.5798,Kilkenny/Carlow,2003,21
Virginia,53.8344,-7.0819,Cavan/Monaghan,2003,27
Watercourse Road,51.9071,-8.4745,Cork City,2003,554
Waterford,52.2602,-7.1137,Waterford,2003,1324
Watergrasshill,52.0134,-8.342,Cork North,2003,26
Westport,53.7991,-9.5194,Mayo,2003,72
Wexford,52.3355,-6.462000000000001,Wexford,2003,493
Whitegate,51.8271,-8.2278,Cork North,2003,6
Wicklow,52.9814,-6.0426,Wicklow,2003,250
Williamstown,53.6771,-8.5784,Galway,2003,4
Woodford,53.0476,-8.4001,Galway,2003,8
Youghal,51.9481,-7.8428,Cork North,2003,124
Abbeyfeale,52.3873,-9.29,Limerick,2004,15
Abbeyleix,52.9127,-7.3438,Laois/Offaly,2004,46
Adare,52.5639,-8.7921,Limerick,2004,11
Aglish,52.0716,-7.8221,Waterford,2004,7
Ahascragh,53.3957,-8.3306,Galway,2004,4
Ailt an Chorrain,54.9849,-8.4386,Donegal,2004,7
An Bun Beag,55.0656,-8.2895,Donegal,2004,16
An Charraig,54.6579,-8.6331,Donegal,2004,5
An Cheathru Rua,53.2645,-9.6005,Galway,2004,12
An Clochan Liath,54.9516,-8.3613,Donegal,2004,12
An Coirean,51.8311,-10.1742,Kerry,2004,6
An Craoslach,55.1253,-7.9126,Donegal,2004,8
An Fál Carrach,55.137,-8.102,Donegal,2004,20
An Maim,53.5107,-9.5649,Galway,2004,8
An Rinn,52.0484,-7.5931,Waterford,2004,8
An Spideal,53.2454,-9.3056,Galway,2004,20
Anglesea Street,51.8958,-8.465,Cork City,2004,1408
Annascaul,52.1524,-10.0525,Kerry,2004,3
Aran Mor,53.2721,-8.9319,Galway,2004,194
Ard An Rátha,54.7645,-8.4095,Donegal,2004,10
Ardee,53.8549,-6.5411,Louth,2004,42
Ardfert,52.3235,-9.7789,Kerry,2004,13
Ardfinnan,52.3118,-7.8783,Tipperary,2004,5
Ardmore,51.951,-7.7282,Waterford,2004,15
Ardnacrusha,52.7077,-8.6131,Limerick,2004,55
Ardrahan,53.1566,-8.8065,Galway,2004,8
Arklow,52.7963,-6.1546,Wicklow,2004,215
Arles,52.891000000000005,-7.0189,Laois/Offaly,2004,15
Arva,53.9254,-7.5838,Cavan/Monaghan,2004,9
Ashbourne,53.5114,-6.397,Meath,2004,203
Ashford,53.0139,-6.1073,Wicklow,2004,71
Askeaton,52.6006,-8.9712,Limerick,2004,21
Athea,52.4599,-9.2875,Limerick,2004,4
Athenry,53.2997,-8.7497,Galway,2004,32
Athleague,53.5687,-8.2524,Roscommon/Longford,2004,7
Athlone,53.4233,-7.9447,Westmeath,2004,428
Athy,52.9902,-6.9882,Kildare,2004,178
Aughrim,52.856,-6.3268,Wicklow,2004,20
Avoca,52.8588,-6.2129,Wicklow,2004,16
Baile Atha Bui,53.6236,-6.9159,Meath,2004,33
Baile an Fheirtéaraigh,52.1659,-10.4062,Kerry,2004,0
Baile Bhuirne,51.9458,-9.1692,Cork West,2004,5
Bailieboro,53.9152,-6.9696,Cavan/Monaghan,2004,35
Balbriggan,53.6143,-6.1912,D.M.R. Northern,2004,147
Balla,53.8019,-9.1299,Mayo,2004,14
Ballaghderreen,53.8999,-8.5846,Roscommon/Longford,2004,15
Ballina,54.1129,-9.1604,Mayo,2004,153
Ballinagh,53.9311,-7.4096,Cavan/Monaghan,2004,11
Ballinamore,54.0546,-7.797000000000001,Sligo/Leitrim,2004,9
Ballinasloe,53.3284,-8.2236,Galway,2004,118
Ballincollig,51.8882,-8.5903,Cork City,2004,115
Ballindine,53.6696,-8.9577,Mayo,2004,7
Ballineen,51.7359,-8.9489,Cork West,2004,9
Ballingarry,52.4721,-8.8628,Limerick,2004,13
Ballingarry North,53.0184,-8.0305,Tipperary,2004,1
Ballingarry South,52.586000000000006,-7.541,Tipperary,2004,12
Ballinhassig,51.8041,-8.5705,Cork West,2004,20
Ballinlough,53.7408,-8.6358,Roscommon/Longford,2004,8
Ballinrobe,53.6246,-9.2262,Mayo,2004,37
Ballintra,54.5778,-8.1254,Donegal,2004,32
Ballivor,53.5327,-6.9672,Meath,2004,29
Ballon,52.7432,-6.7722,Kilkenny/Carlow,2004,15
Ballybay,54.1289,-6.9048,Cavan/Monaghan,2004,23
Ballybofey,54.7996,-7.781000000000001,Donegal,2004,111
Ballybunion,52.5113,-9.6702,Kerry,2004,30
Ballyconnell,54.119,-7.5802,Cavan/Monaghan,2004,23
Ballycotton,51.8303,-8.0131,Cork North,2004,11
Ballycroy,54.0258,-9.8259,Mayo,2004,0
Ballycullane,52.2789,-6.8392,Wexford,2004,7
Ballydehob,51.5591,-9.4608,Cork West,2004,2
Ballydesmond,52.1782,-9.231,Cork West,2004,10
Ballyduff,52.4559,-9.6631,Kerry,2004,2
Ballyfermot,53.3448,-6.358,D.M.R. Western,2004,538
Ballygar,53.5219,-8.3284,Galway,2004,12
Ballyhale,52.4683,-7.2015,Kilkenny/Carlow,2004,9
Ballyhaunis,53.763999999999996,-8.7674,Mayo,2004,22
Ballyheigue,52.3892,-9.8275,Kerry,2004,4
Ballyjamesduff,53.8631,-7.2088,Cavan/Monaghan,2004,17
Ballylanders,52.3707,-8.3455,Limerick,2004,13
Ballylinan,52.943000000000005,-7.0432,Laois/Offaly,2004,25
Ballymacarberry,52.2672,-7.7177,Waterford,2004,7
Ballymahon,53.5613,-7.7608,Roscommon/Longford,2004,34
Ballymore,53.4911,-7.6817,Westmeath,2004,8
Ballymote,54.0874,-8.5152,Sligo/Leitrim,2004,19
Ballymun,53.3945,-6.2637,D.M.R. Northern,2004,431
Ballynacargy,53.5863,-7.5349,Westmeath,2004,12
Ballyneety,52.5973,-8.5489,Limerick,2004,33
Ballynoe,52.0602,-8.0993,Cork North,2004,5
Ballyporeen,52.2702,-8.0977,Tipperary,2004,7
Ballyshannon,54.4987,-8.2048,Donegal,2004,37
Ballyvaughan,53.1162,-9.1471,Clare,2004,11
Baltimore,51.4835,-9.3723,Cork West,2004,5
Baltinglass,52.93899999999999,-6.7098,Wicklow,2004,86
Banagher,53.1905,-7.9859,Laois/Offaly,2004,16
Bandon,51.7451,-8.7399,Cork West,2004,107
Bangor Erris,54.144,-9.7471,Mayo,2004,9
Bansha,52.4493,-8.0656,Tipperary,2004,7
Bantry,51.6803,-9.4552,Cork West,2004,46
Barnaderg,53.4805,-8.7225,Galway,2004,11
Barraduff,52.0598,-9.3409,Kerry,2004,3
Beal an Mhuirthead,54.2217,-9.9856,Mayo,2004,15
Beal Atha an Ghaorthaidh,51.8519,-9.229,Cork West,2004,7
Belturbet,54.1012,-7.4426,Cavan/Monaghan,2004,25
Bennettsbridge,52.5903,-7.1832,Kilkenny/Carlow,2004,9
Birr,53.096000000000004,-7.9115,Laois/Offaly,2004,97
Bishopstown,51.8807,-8.5146,Cork City,2004,285
Blacklion,54.2915,-7.8762,Cavan/Monaghan,2004,5
Blackrock Co Cork,51.8943,-8.4045,Cork North,2004,182
Blackrock Co Dublin,53.2998,-6.1775,D.M.R. Southern,2004,639
Blackrock Co Louth,53.9638,-6.3682,Louth,2004,46
Blackwater,52.4454,-6.3488,Wexford,2004,17
Blanchardstown,53.3899,-6.381,D.M.R. Western,2004,2049
Blarney,51.931999999999995,-8.5677,Cork City,2004,129
Blessington,53.1703,-6.5337,Wicklow,2004,123
Boherbue,52.159,-9.0698,Cork West,2004,10
Bonniconlon,54.1096,-9.029,Mayo,2004,3
Borris,52.6018,-6.9293,Kilkenny/Carlow,2004,10
Borris-In-Ossory,52.9393,-7.6288,Laois/Offaly,2004,13
Borrisokane,52.9971,-8.127,Tipperary,2004,14
Borrisoleigh,52.7515,-7.9554,Tipperary,2004,8
Bothar Na Tra,53.2588,-9.0797,Galway,2004,191
Boyle,53.9734,-8.3004,Roscommon/Longford,2004,40
Bray,53.1987,-6.1006,Wicklow,2004,531
Bridewell Cork,51.9005,-8.477,Cork City,2004,531
Bridewell Dublin,53.3471,-6.2741,D.M.R. North Central,2004,1111
Bruff,52.4773,-8.547,Limerick,2004,13
Bruree,52.4232,-8.6503,Limerick,2004,4
Bunclody,52.6568,-6.6625,Wexford,2004,49
Buncrana,55.1313,-7.4507,Donegal,2004,65
Bundoran,54.4766,-8.2793,Donegal,2004,51
Burnfoot,55.0547,-7.4016,Donegal,2004,59
Buttevant,52.2293,-8.6713,Cork North,2004,18
Cabinteely,53.2608,-6.1507,D.M.R. Eastern,2004,391
Cabra,53.365,-6.3076,D.M.R. Western,2004,489
Caherciveen,51.946999999999996,-10.2198,Kerry,2004,15
Caherconlish,52.5938,-8.4695,Limerick,2004,19
Cahir,52.376000000000005,-7.9203,Tipperary,2004,62
Callan,52.5424,-7.391,Kilkenny/Carlow,2004,32
Campile,52.2878,-6.9396,Wexford,2004,17
Cappamore,52.6147,-8.3385,Limerick,2004,18
Cappawhite,52.5832,-8.1648,Tipperary,2004,21
Cappoquin,52.1459,-7.8457,Waterford,2004,12
Carbury,53.3385,-6.9367,Kildare,2004,19
Carlingford,54.0412,-6.1872,Louth,2004,43
Carlow,52.8405,-6.9293,Kilkenny/Carlow,2004,486
Carna,53.3236,-9.8241,Galway,2004,5
Carndonagh,55.2535,-7.2595,Donegal,2004,26
Carnew,52.7105,-6.4918,Wicklow,2004,18
Carraig Airt,55.1751,-7.7985,Donegal,2004,12
Carrickbyrne,52.3624,-6.7597,Wexford,2004,21
Carrickmacross,53.9761,-6.7188,Cavan/Monaghan,2004,93
Carrick-on-Bannow,52.2381,-6.734,Wexford,2004,27
Carrick-On-Shannon,53.9443,-8.0902,Sligo/Leitrim,2004,80
Carrick-On-Suir,52.3482,-7.4099,Tipperary,2004,47
Carrigaline,51.8148,-8.3915,Cork City,2004,75
Carrigallen,53.9756,-7.6467,Sligo/Leitrim,2004,7
Carrigans,54.9512,-7.4268,Donegal,2004,25
Carrigtwohill,51.9095,-8.2618,Cork North,2004,22
Cashel,52.5163,-7.8903,Tipperary,2004,91
Castlebar,53.8534,-9.2976,Mayo,2004,307
Castlebellingham,53.8993,-6.3899,Louth,2004,45
Castleblayney,54.1179,-6.735,Cavan/Monaghan,2004,76
Castlebridge,52.3847,-6.4526,Wexford,2004,5
Castlecomer,52.7993,-7.2095,Kilkenny/Carlow,2004,37
Castleconnell,52.7134,-8.4985,Limerick,2004,57
Castledermot,52.9092,-6.8492,Kildare,2004,43
Castlefin,54.8027,-7.5952,Donegal,2004,22
Castlegregory,52.2542,-10.0206,Kerry,2004,9
Castleisland,52.2304,-9.4628,Kerry,2004,54
Castlemaine,52.1702,-9.7006,Kerry,2004,8
Castlepollard,53.6785,-7.2966,Westmeath,2004,43
Castlerea,53.7666,-8.4841,Roscommon/Longford,2004,33
Castletownbere,51.6495,-9.9147,Cork West,2004,19
Castletownroche,52.1707,-8.468,Cork North,2004,12
Cavan,53.9933,-7.3609,Cavan/Monaghan,2004,251
Celbridge,53.343999999999994,-6.5417,Kildare,2004,181
Charlestown,53.9627,-8.7935,Mayo,2004,18
Charleville,52.3561,-8.6826,Cork North,2004,42
Cill Ronain,53.1213,-9.6678,Galway,2004,3
Clane,53.2937,-6.6859,Kildare,2004,132
Clara,53.3454,-7.6141,Laois/Offaly,2004,31
Claremorris,53.7236,-8.9851,Mayo,2004,40
Clifden,53.4882,-10.0092,Galway,2004,36
Cloch na Ron,53.3936,-9.9211,Galway,2004,5
Cloghan,53.2248,-7.8775,Laois/Offaly,2004,18
Clogheen,52.2769,-7.9953,Tipperary,2004,9
Clogher,54.8368,-8.4275,Donegal,2004,7
Clogherhead,53.7904,-6.2427,Louth,2004,39
Clonakilty,51.6249,-8.8889,Cork West,2004,121
Clonark,53.3684,-8.0347,Roscommon/Longford,2004,14
Clonaslee,53.1486,-7.526,Laois/Offaly,2004,5
Clonbologue,53.2591,-7.0858,Laois/Offaly,2004,10
Clondalkin,53.3231,-6.395,D.M.R. Western,2004,897
Clones,54.1775,-7.2282,Cavan/Monaghan,2004,38
Clonmany,55.263000000000005,-7.4128,Donegal,2004,11
Clonmel,52.3541,-7.6999,Tipperary,2004,248
Clonroche,52.4504,-6.7159,Wexford,2004,25
Clontarf,53.3635,-6.2201,D.M.R. Northern,2004,822
Cloughjordan,52.942,-8.0397,Tipperary,2004,7
Cloyne,51.8628,-8.1235,Cork North,2004,11
Coachford,51.9091,-8.7911,Cork West,2004,13
Cobh,51.8482,-8.3036,Cork North,2004,84
Collon,53.7779,-6.4849,Louth,2004,12
Collooney,54.1855,-8.4879,Sligo/Leitrim,2004,24
Cong,53.5415,-9.2865,Mayo,2004,20
Convoy,54.8593,-7.669,Donegal,2004,15
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2004,8
Coolock,53.3903,-6.2011,D.M.R. Northern,2004,903
Cootehill,54.0747,-7.0787,Cavan/Monaghan,2004,42
Corofin,52.9475,-9.0686,Clare,2004,5
Corofin,53.4376,-8.8631,Galway,2004,4
Courtown Harbour,52.6443,-6.2305,Wexford,2004,53
Craughwell,53.2294,-8.7339,Galway,2004,32
Creggs,53.5949,-8.3638,Galway,2004,1
Crookstown,51.8587,-8.8013,Cork West,2004,19
Croom,52.522,-8.7188,Limerick,2004,24
Crosshaven,51.803999999999995,-8.3045,Cork City,2004,20
Crossmolina,54.0998,-9.3227,Mayo,2004,10
Crumlin,53.3196,-6.315,D.M.R. Southern,2004,627
Crusheen,52.9385,-8.8986,Clare,2004,5
Daingean,53.293,-7.2936,Laois/Offaly,2004,26
Delvin,53.6145,-7.0901,Westmeath,2004,16
Dingle,52.1392,-10.2705,Kerry,2004,10
Dolla,52.7971,-8.1921,Tipperary,2004,5
Donegal Town,54.6524,-8.1111,Donegal,2004,56
Doneraile,52.2157,-8.5854,Cork North,2004,13
Donnybrook,53.3217,-6.2359,D.M.R. South Central,2004,865
Douglas,51.8751,-8.431000000000001,Cork City,2004,272
Dowra,54.1904,-8.0153,Cavan/Monaghan,2004,2
Drimoleague,51.659,-9.264,Cork West,2004,13
Drinagh,51.6477,-9.1545,Cork West,2004,1
Drogheda,53.7151,-6.3566,Louth,2004,618
Drumad,54.0957,-6.3608,Louth,2004,63
Drumcollogher,52.3382,-8.9113,Limerick,2004,10
Drumlish,53.8217,-7.7659,Roscommon/Longford,2004,12
Drumshambo,54.0465,-8.04,Sligo/Leitrim,2004,24
Dublin Airport,53.4299,-6.2455,D.M.R. Northern,2004,259
Duleek,53.6539,-6.4181,Meath,2004,53
Dun Fionnachaid,55.1829,-7.9744,Donegal,2004,14
Dun Laoghaire,53.2899,-6.1333,D.M.R. Eastern,2004,865
Dunboyne,53.4211,-6.4771,Meath,2004,116
Duncannon,52.2214,-6.9298,Wexford,2004,29
Dundalk,53.9995,-6.4097,Louth,2004,774
Dundrum,53.2895,-6.2426,D.M.R. Eastern,2004,836
Dungarvan,52.0877,-7.6245,Waterford,2004,253
Dunlavin,53.0588,-6.7011,Wicklow,2004,46
Dunleer,53.8285,-6.3946,Louth,2004,34
Dunmanway,51.7228,-9.1101,Cork West,2004,22
Dunmore East,52.1484,-6.9929,Waterford,2004,8
Dunmore,53.6176,-8.7406,Galway,2004,8
Dunshaughlin,53.5108,-6.5393,Meath,2004,76
Durrow,52.8443,-7.3961,Laois/Offaly,2004,33
Durrus,51.6205,-9.524,Cork West,2004,4
Edenderry,53.3368,-7.0608,Laois/Offaly,2004,82
Edgeworthstown,53.6956,-7.606,Roscommon/Longford,2004,34
Elphin,53.8458,-8.1925,Roscommon/Longford,2004,14
Emly,52.4651,-8.3542,Tipperary,2004,4
Emyvale,54.3394,-6.9576,Cavan/Monaghan,2004,24
Enfield,53.4151,-6.8339,Meath,2004,74
Ennis,52.8469,-8.9811,Clare,2004,544
Enniscorthy,52.5007,-6.5707,Wexford,2004,155
Enniscrone,54.2138,-9.0885,Sligo/Leitrim,2004,21
Enniskerry,53.1913,-6.1695,Wicklow,2004,67
Ennistymon,52.9374,-9.2885,Clare,2004,49
Eyrecourt,53.1994,-8.1324,Galway,2004,6
Farranfore,52.1714,-9.5497,Kerry,2004,5
Ferbane,53.2708,-7.8276,Laois/Offaly,2004,20
Fermoy,52.1385,-8.2742,Cork North,2004,79
Ferns,52.591,-6.4978,Wexford,2004,16
Ferrybank,52.2675,-7.1011,Waterford,2004,37
Fethard,52.4664,-7.6944,Tipperary,2004,18
Finglas,53.3896,-6.3068,D.M.R. Western,2004,824
Fitzgibbon Street,53.3577,-6.2554,D.M.R. North Central,2004,976
Foxford,53.9833,-9.1084,Mayo,2004,19
Foynes,52.6097,-9.1037,Limerick,2004,13
Frenchpark,53.8692,-8.4056,Roscommon/Longford,2004,88
Freshford,52.7324,-7.3944,Kilkenny/Carlow,2004,4
Gaillimh,53.2713,-9.0583,Galway,2004,1273
Garristown,53.5671,-6.3839,D.M.R. Northern,2004,30
Glanmire,51.9184,-8.3968,Cork City,2004,126
Glantaine,52.1047,-8.7488,Cork North,2004,10
Glasson,53.4717,-7.8635,Westmeath,2004,18
Gleann na Muaidhe,54.2408,-9.6788,Mayo,2004,1
Glenamaddy,53.6074,-8.5602,Galway,2004,6
Glenbeigh,52.0571,-9.9371,Kerry,2004,6
Glengarriff,51.7506,-9.5507,Cork West,2004,12
Glenmore,52.3538,-7.028,Kilkenny/Carlow,2004,5
Glin,52.5696,-9.2845,Limerick,2004,2
Glynn,52.3728,-6.5829,Wexford,2004,7
Gob an Choire,53.9337,-9.9185,Mayo,2004,3
Golden,52.4968,-7.9847,Tipperary,2004,4
Goresbridge,52.63,-6.9944,Kilkenny/Carlow,2004,14
Gorey,52.675,-6.2973,Wexford,2004,140
Gort,53.0674,-8.8182,Galway,2004,53
Graiguenamanagh,52.5425,-6.9568,Kilkenny/Carlow,2004,14
Granard,53.7786,-7.4942,Roscommon/Longford,2004,46
Grange,54.3934,-8.5207,Sligo/Leitrim,2004,23
Greystones,53.148,-6.0632,Wicklow,2004,259
Gurranabraher,51.9034,-8.4966,Cork City,2004,404
Gurteen,53.993,-8.5158,Sligo/Leitrim,2004,13
Hackballscross,54.0316,-6.5242,Louth,2004,18
Hacketstown,52.8643,-6.557,Kilkenny/Carlow,2004,16
Headford,53.4703,-9.0983,Galway,2004,17
Henry Street,52.6617,-8.6316,Limerick,2004,1430
Holycross,52.6426,-7.8729,Tipperary,2004,3
Hospital Co Limerick,52.4752,-8.4325,Limerick,2004,13
Howth,53.3873,-6.069,D.M.R. Northern,2004,336
Indreabhan,53.2406,-9.4296,Galway,2004,7
Innishannon,51.7644,-8.6554,Cork West,2004,7
Irishtown,53.3382,-6.2233,D.M.R. South Central,2004,595
Kanturk,52.1759,-8.9126,Cork West,2004,37
Keadue,54.0506,-8.1373,Roscommon/Longford,2004,3
Kealkil,51.755,-9.3753,Cork West,2004,7
Keel,53.9754,-10.0822,Mayo,2004,1
Kells Ceanannus Mor,53.7284,-6.8812,Meath,2004,106
Kenagh,53.622,-7.8151,Roscommon/Longford,2004,12
Kenmare,51.8785,-9.5816,Kerry,2004,30
Kerrykeel,55.1371,-7.6663,Donegal,2004,12
Kevin Street,53.339,-6.2702,D.M.R. South Central,2004,979
Kilbeggan,53.3685,-7.4992,Westmeath,2004,46
Kilbrittain,51.6735,-8.6901,Cork West,2004,1
Kilcock,53.4038,-6.6725,Kildare,2004,78
Kilconnell,53.3314,-8.4017,Galway,2004,5
Kilcormac,53.1762,-7.7288,Laois/Offaly,2004,13
Kilcullen,53.1291,-6.7466,Kildare,2004,70
Kildare,53.156000000000006,-6.9073,Kildare,2004,128
Kildorrery,52.2454,-8.4296,Cork North,2004,13
Kildysart,52.6746,-9.1058,Clare,2004,1
Kilkee,52.6824,-9.6447,Clare,2004,26
Kilkelly,53.8734,-8.8434,Mayo,2004,3
Kilkenny,52.6524,-7.2597,Kilkenny/Carlow,2004,492
Kill Co Waterford,52.1773,-7.3351,Waterford,2004,11
Killala,54.2141,-9.2205,Mayo,2004,14
Killaloe,52.8067,-8.4437,Clare,2004,87
Killarney,52.0624,-9.5124,Kerry,2004,230
Killeagh,51.9398,-7.995,Cork North,2004,16
Killenaule,52.5685,-7.6728,Tipperary,2004,28
Killeshandra,54.0118,-7.5259,Cavan/Monaghan,2004,6
Killimor,53.1659,-8.2942,Galway,2004,10
Killorglin,52.1065,-9.7871,Kerry,2004,29
Killucan,53.5147,-7.1397,Westmeath,2004,17
Kilmacow,52.3146,-7.1748,Kilkenny/Carlow,2004,5
Kilmacrennan,55.0295,-7.7785,Donegal,2004,9
Kilmacthomas,52.2062,-7.4213,Waterford,2004,16
Kilmaine,53.5826,-9.1238,Mayo,2004,6
Kilmainham,53.3419,-6.3043,D.M.R. South Central,2004,867
Kilmallock,52.3984,-8.5758,Limerick,2004,18
Kilmeaden,52.2462,-7.245,Waterford,2004,11
Kilmoganny,52.4609,-7.3293,Kilkenny/Carlow,2004,2
Kilmore Quay,52.1787,-6.5837,Wexford,2004,23
Kilnaleck,53.8585,-7.3179,Cavan/Monaghan,2004,23
Kilrickle,53.2302,-8.4524,Galway,2004,14
Kilrush,52.6411,-9.4811,Clare,2004,20
Kilsheelan,52.3615,-7.5798,Tipperary,2004,2
Kiltimagh,53.8461,-9.0058,Mayo,2004,35
Kiltormer,53.2376,-8.2713,Galway,2004,4
Kilworth,52.1763,-8.2496,Cork North,2004,5
Kingscourt,53.9043,-6.8068,Cavan/Monaghan,2004,34
Kinlough,54.4458,-8.287,Sligo/Leitrim,2004,17
Kinnegad,53.4559,-7.1028,Westmeath,2004,88
Kinnitty,53.0984,-7.7221,Laois/Offaly,2004,8
Kinsale,51.7063,-8.5255,Cork West,2004,102
Kinvara,53.1405,-8.9397,Galway,2004,12
Knock,53.7954,-8.9188,Mayo,2004,9
Knocknagoshel,52.3307,-9.3853,Kerry,2004,6
Lanesboro,53.67100000000001,-7.9853,Roscommon/Longford,2004,29
Laytown,53.6892,-6.244,Meath,2004,116
Leach Seoirse,53.3571,-8.9313,Galway,2004,49
Leamybrien,52.1693,-7.5216,Waterford,2004,23
Leitir Mor,53.2943,-9.6551,Galway,2004,1
Leixlip,53.3674,-6.4982,Kildare,2004,184
Letterfrack,53.5542,-9.9477,Galway,2004,11
Letterkenny,54.9547,-7.7364,Donegal,2004,403
Lifford,54.8328,-7.4803,Donegal,2004,24
Liscarroll,52.2596,-8.8063,Cork North,2004,6
Lisdoonvarna,53.0286,-9.2897,Clare,2004,19
Lismore,52.1367,-7.9355,Waterford,2004,22
Lissycasey,52.7461,-9.1544,Clare,2004,7
Listowel,52.4471,-9.4839,Kerry,2004,77
Littleton,52.6407,-7.7349,Tipperary,2004,8
Lixnaw,52.4041,-9.6166,Kerry,2004,5
Longford,53.7325,-7.8014,Roscommon/Longford,2004,315
Longwood,53.4546,-6.9270000000000005,Meath,2004,3
Lorrha,53.0937,-8.1221,Tipperary,2004,5
Loughrea,53.1974,-8.5699,Galway,2004,150
Louisburgh,53.7646,-9.8076,Mayo,2004,12
Louth,53.9524,-6.5379,Louth,2004,15
Lucan,53.3561,-6.4507,D.M.R. Western,2004,698
Lusk,53.5234,-6.1673,D.M.R. Northern,2004,95
Macroom,51.9063,-8.964,Cork West,2004,64
Maigh Cuilinn,53.3383,-9.1812,Galway,2004,12
Malahide,53.4512,-6.1519,D.M.R. Northern,2004,426
Mallow,52.1388,-8.6459,Cork North,2004,134
Manorhamilton,54.3044,-8.1785,Sligo/Leitrim,2004,38
Mayfield,51.9097,-8.429,Cork City,2004,187
Maynooth,53.3808,-6.5927,Kildare,2004,263
Mayorstone Park,52.6737,-8.6448,Limerick,2004,631
Midleton,51.9167,-8.1735,Cork North,2004,155
Milford Co Cork,52.3425,-8.8564,Cork North,2004,5
